Camera_number,Cluster_number,Location,Apple_variety,Temperature,Date,Time,Taxanomic_group,Groups,On_flower,Comments,Comments_picture,Photo_s/s,Feil tid
1,1,Hoyen,Aroma,19,29.05.23,09:24:00,Unknown_bee,Unknown_bee,N,,,,
1,1,Hoyen,Aroma,19,29.05.23,09:29:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,20,29.05.23,09:40:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,20,29.05.23,09:42:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,20,29.05.23,09:54:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,20,29.05.23,09:58:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,11:12:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,22,29.05.23,11:39:00,Bumblebee,Bombus,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,11:40:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,22,29.05.23,11:40:00,Solitary_bee,SolitaryBee,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,11:41:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,23,29.05.23,12:00:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,23,29.05.23,12:10:00,Bird,Other,N,,,,
1,1,Hoyen,Aroma,23,29.05.23,12:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Hoyen,Aroma,23,29.05.23,12:34:00,Fly,Diptera,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,12:41:00,Araneae,Other,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,12:42:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,12:43:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,22,29.05.23,12:53:00,Solitary_bee,SolitaryBee,N,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:01:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:06:00,Solitary_bee,SolitaryBee,N,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:22:00,Bumblebee,Bombus,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:22:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:27:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:28:00,Neuroptera,Other,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:32:00,Unknown_bee,Unknown_bee,N,,,,
1,1,Hoyen,Aroma,21,29.05.23,13:48:00,Fly,Diptera,N,,,,
1,1,Hoyen,Aroma,19,29.05.23,14:11:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,19,29.05.23,14:14:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,19,29.05.23,14:26:00,Bumblebee,Bombus,N,,,,
1,1,Hoyen,Aroma,19,29.05.23,14:30:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,20,29.05.23,14:35:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,20,29.05.23,14:53:00,Bumblebee,Bombus,Y,,,,
1,1,Hoyen,Aroma,21,29.05.23,15:02:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Aroma,22,29.05.23,15:07:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Aroma,18,29.05.23,15:33:00,Bumblebee,Bombus,N,,,,
1,1,Hoyen,Aroma,15,29.05.23,16:51:00,Bumblebee,Bombus,N,,,,
1,1,Hoyen,Aroma,18,29.05.23,18:56:00,Bumblebee,Bombus,Y,,,,
1,1,Hoyen,Aroma,18,29.05.23,19:07:00,Fly,Diptera,N,,,,
1,1,Hoyen,Aroma,10,29.05.23,23:15:00,Larvae,Other,N,Two photos,,Aroma Høyen 1_WSCT4943 and 4944,
1,1,Hoyen,Aroma,9,29.05.23,23:19:00,Fly,Diptera,N,,,,
1,1,Hoyen,Aroma,9,29.05.23,23:33:00,Larvae,Other,N,,,,
1,1,Hoyen,Discovery,27,24.05.23,15:34:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,24.05.23,17:07:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,22,24.05.23,17:39:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Hoyen,Discovery,20,24.05.23,18:34:00,Fly,Diptera,N,,,,
1,1,Hoyen,Discovery,19,24.05.23,19:19:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,19,25.05.23,08:54:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,19,25.05.23,08:55:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,19,25.05.23,09:55:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,20,25.05.23,10:37:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,20,25.05.23,10:38:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,21,25.05.23,10:48:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,25.05.23,11:18:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,23,25.05.23,12:09:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,25,25.05.23,12:42:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,25,25.05.23,12:42:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,25,25.05.23,12:42:00,Ladybug,Other,N,,,,
1,1,Hoyen,Discovery,25,25.05.23,12:48:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,26,25.05.23,13:01:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,26,25.05.23,13:25:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,26,25.05.23,13:30:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,26,25.05.23,13:48:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,26,25.05.23,13:51:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,27,25.05.23,13:58:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,26,25.05.23,14:49:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,25.05.23,17:19:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,21,25.05.23,17:46:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,21,25.05.23,17:52:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,21,25.05.23,17:53:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,25.05.23,18:36:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,23,26.05.23,10:58:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,25,26.05.23,11:41:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,24,26.05.23,15:24:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,23,26.05.23,16:04:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,23,26.05.23,16:30:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,21,26.05.23,17:30:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,20,26.05.23,17:46:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,20,26.05.23,18:08:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,21,26.05.23,18:46:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,26.05.23,19:14:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,26.05.23,19:15:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,26.05.23,19:19:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,10,27.05.23,00:56:00,Fly,Diptera,N,,,,
1,1,Hoyen,Discovery,6,27.05.23,06:01:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,24,27.05.23,10:38:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,24,27.05.23,10:41:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,24,27.05.23,12:19:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,24,27.05.23,13:09:00,Fly,Diptera,N,,,,
1,1,Hoyen,Discovery,24,27.05.23,13:10:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,24,27.05.23,13:12:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,23,27.05.23,14:22:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,20,27.05.23,16:03:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,17,27.05.23,16:43:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,16,27.05.23,17:28:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,16,27.05.23,17:30:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,12,27.05.23,20:49:00,Araneae,Other,N,,,,
1,1,Hoyen,Discovery,26,28.05.23,11:49:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,27,28.05.23,13:36:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,20,28.05.23,16:57:00,Fly,Diptera,Y,,,,
1,1,Hoyen,Discovery,20,28.05.23,17:48:00,Honeybee,Apis,Y,,,,
1,1,Hoyen,Discovery,22,29.05.23,10:12:00,Honeybee,Apis,N,,,,
1,1,Hoyen,Discovery,10,30.05.23,22:36:00,Fly,Diptera,N,,,,
1,1,Hoyen,Discovery,15,31.05.23,22:37:00,Fly,Diptera,N,Langbein,,,
1,1,Hoyen,Summerred,21,16.05.23,17:08:00,Fly,Diptera,N,Before flowering,,,
1,1,Hoyen,Summerred,10,17.05.23,22:48:00,Araneae,Other,N,Before flowering,,,
1,1,Hoyen,Summerred,8,17.05.23,23:33:00,Araneae,Other,N,Before flowering,,,
1,1,Hoyen,Summerred,13,18.05.23,20:38:00,Fly,Diptera,N,Before flowering,,,
1,1,Hoyen,Summerred,12,20.05.23,07:43:00,Ant,Other,N,,,,
1,1,Hoyen,Summerred,22,21.05.23,10:33:00,Fly,Diptera,N,,,,
1,2,Hoyen,Summerred,27,22.05.23,14:39:00,Honeybee,Apis,Y,,,,
1,2,Hoyen,Summerred,24,22.05.23,17:59:00,Fly,Diptera,Y,,,,
1,2,Hoyen,Summerred,22,23.05.23,13:44:00,Fly,Diptera,N,,,,
1,3,Hoyen,Summerred,25,24.05.23,13:08:00,Fly,Diptera,N,,,,
1,3,Hoyen,Summerred,28,24.05.23,14:52:00,Ant,Other,Y,,,,
1,3,Hoyen,Summerred,28,24.05.23,14:55:00,Honeybee,Apis,N,,,,
1,3,Hoyen,Summerred,28,24.05.23,15:00:00,Ant,Other,N,,,,
1,3,Hoyen,Summerred,25,24.05.23,16:22:00,Ant,Other,Y,,,,
1,3,Hoyen,Summerred,26,24.05.23,16:26:00,Unknown_bee,Unknown_bee,N,,,,
1,3,Hoyen,Summerred,27,24.05.23,16:30:00,Unknown_bee,Unknown_bee,Y,,,,
1,3,Hoyen,Summerred,26,24.05.23,16:54:00,Unknown_bee,Unknown_bee,N,,,,
1,3,Hoyen,Summerred,25,24.05.23,17:10:00,Ant,Other,Y,,,,
1,3,Hoyen,Summerred,23,24.05.23,18:33:00,Unknown_bee,Unknown_bee,Y,,,,
1,3,Hoyen,Summerred,20,24.05.23,19:43:00,Ant,Other,N,,,,
1,3,Hoyen,Summerred,19,24.05.23,20:24:00,Ant,Other,Y,,,,
1,3,Hoyen,Summerred,18,24.05.23,21:35:00,Ant,Other,N,,,,
1,3,Hoyen,Summerred,17,24.05.23,21:50:00,Ant,Other,N,,,,
1,3,Hoyen,Summerred,28,25.05.23,15:13:00,Honeybee,Apis,N,,,,
1,3,Hoyen,Summerred,26,25.05.23,16:41:00,Ant,Other,N,,,,
1,3,Hoyen,Summerred,27,25.05.23,17:26:00,Honeybee,Apis,Y,,,,
1,3,Hoyen,Summerred,27,25.05.23,18:07:00,Honeybee,Apis,Y,,,,
1,3,Hoyen,Summerred,23,25.05.23,18:46:00,Ant,Other,Y,,,,
1,3,Hoyen,Summerred,24,26.05.23,11:45:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,25,26.05.23,16:50:00,Ant,Other,N,,,,
1,4,Hoyen,Summerred,21,26.05.23,19:01:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,21,26.05.23,19:11:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,21,26.05.23,19:19:00,Ant,Other,N,,,,
1,4,Hoyen,Summerred,22,26.05.23,19:40:00,Ant,Other,N,,,,
1,4,Hoyen,Summerred,23,26.05.23,19:47:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,23,26.05.23,19:58:00,Other,Other,N,"Cannot see what it is, could it be a fly?",,,
1,4,Hoyen,Summerred,22,26.05.23,20:12:00,Fly,Diptera,Y,,,,
1,4,Hoyen,Summerred,20,26.05.23,20:32:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,20,26.05.23,20:32:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,20,26.05.23,20:50:00,Fly,Diptera,Y,,,,
1,4,Hoyen,Summerred,16,26.05.23,21:31:00,Other,Other,N,Tege?,,,
1,4,Hoyen,Summerred,12,27.05.23,00:23:00,Araneae,Other,N,,,,
1,4,Hoyen,Summerred,11,27.05.23,00:46:00,Araneae,Other,N,,,,
1,4,Hoyen,Summerred,11,27.05.23,06:48:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,15,27.05.23,08:03:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,24,27.05.23,10:22:00,Honeybee,Apis,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:08:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:09:00,Syrphid,Diptera,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:12:00,Unknown_bee,Unknown_bee,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:19:00,Honeybee,Apis,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,27,27.05.23,11:25:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,24,27.05.23,11:54:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,24,27.05.23,11:59:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,24,27.05.23,12:02:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,26,27.05.23,12:11:00,Solitary_bee,SolitaryBee,Y,,,,
1,4,Hoyen,Summerred,26,27.05.23,12:12:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,27,27.05.23,12:15:00,Solitary_bee,SolitaryBee,N,,,,
1,4,Hoyen,Summerred,29,27.05.23,12:38:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,30,27.05.23,12:48:00,Fly,Diptera,Y,,,,
1,4,Hoyen,Summerred,29,27.05.23,12:54:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,29,27.05.23,12:58:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,27,27.05.23,13:20:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,25,27.05.23,13:36:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,25,27.05.23,13:37:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,23,27.05.23,13:53:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,21,27.05.23,15:51:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,21,27.05.23,15:52:00,Unknown_bee,Unknown_bee,N,,,,
1,4,Hoyen,Summerred,21,27.05.23,15:57:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,20,27.05.23,16:22:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,17,27.05.23,18:16:00,Fly,Diptera,Y,,,,
1,4,Hoyen,Summerred,28,28.05.23,11:35:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,29,28.05.23,11:49:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,29,28.05.23,11:53:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,29,28.05.23,12:15:00,Honeybee,Apis,N,,,,
1,4,Hoyen,Summerred,29,28.05.23,12:26:00,Syrphid,Diptera,N,,,,
1,4,Hoyen,Summerred,29,28.05.23,12:37:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,30,28.05.23,12:43:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,30,28.05.23,12:52:00,Honeybee,Apis,N,,,,
1,4,Hoyen,Summerred,30,28.05.23,12:53:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,30,28.05.23,12:54:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,23,28.05.23,14:11:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,22,28.05.23,14:37:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,22,28.05.23,15:27:00,Bumblebee,Bombus,Y,,,,
1,4,Hoyen,Summerred,22,28.05.23,15:47:00,Honeybee,Apis,Y,,,,
1,4,Hoyen,Summerred,22,28.05.23,16:52:00,Unknown_bee,Unknown_bee,Y,,,,
1,4,Hoyen,Summerred,20,28.05.23,18:10:00,Fly,Diptera,N,,,,
1,4,Hoyen,Summerred,19,28.05.23,18:25:00,Fly,Diptera,Y,,,,
1,1,Sando,Aroma,24,01.06.23,09:28:00,Unknown_bee,Unknown_bee,N,,,,
1,1,Sando,Aroma,26,01.06.23,10:08:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,24,01.06.23,10:23:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,22,01.06.23,14:36:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,34,30.05.23,17:47:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,32,30.05.23,18:00:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,31,30.05.23,18:11:00,Unknown_bee,Unknown_bee,N,,,,
1,1,Sando,Aroma,29,30.05.23,18:24:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,23,30.05.23,19:24:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,21,30.05.23,20:04:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,21,30.05.23,20:05:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,18,30.05.23,21:22:00,Fly,Diptera,Y,,,,
1,1,Sando,Aroma,12,30.05.23,23:05:00,Other,Other,N,"Cannot see what it is, something small",,,
1,1,Sando,Aroma,11,30.05.23,23:28:00,Neuroptera,Other,Y,,,,
1,1,Sando,Aroma,10,30.05.23,23:52:00,Neuroptera,Other,N,,,,
1,1,Sando,Aroma,26,30.05.23,17:11:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,27,30.05.23,18:09:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,27,30.05.23,18:14:00,Unknown_bee,Unknown_bee,N,,,,
1,1,Sando,Aroma,27,30.05.23,18:24:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,27,30.05.23,18:24:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,27,30.05.23,18:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,27,30.05.23,18:24:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,27,30.05.23,18:31:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,26,30.05.23,18:39:00,Solitary_bee,SolitaryBee,N,,,,
1,1,Sando,Aroma,24,30.05.23,19:25:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,24,30.05.23,19:31:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,23,30.05.23,19:48:00,Bumblebee,Bombus,Y,,,,
1,1,Sando,Aroma,23,30.05.23,19:56:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,15,30.05.23,21:56:00,Fly,Diptera,Y,Think it is a fly,,,
1,1,Sando,Aroma,14,30.05.23,22:08:00,Fly,Diptera,N,,,,
1,1,Sando,Aroma,14,30.05.23,22:20:00,Larvae,Other,N,,,,
1,1,Sando,Aroma,11,30.05.23,23:02:00,Larvae,Other,N,,,,
1,1,Sando,Aroma,10,30.05.23,23:18:00,Larvae,Other,N,,,,
1,1,Sando,Aroma,20,31.05.23,07:35:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,29,31.05.23,10:18:00,Honeybee,Apis,N,,,,
1,1,Sando,Aroma,33,31.05.23,11:27:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Aroma,35,31.05.23,12:07:00,Honeybee,Apis,Y,,,,
1,1,Sando,Aroma,34,31.05.23,12:22:00,Unknown_bee,Unknown_bee,Y,,,,
1,1,Sando,Discovery,28,21.05.23,17:28:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,25,21.05.23,19:08:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,26,21.05.23,19:43:00,Fly,Diptera,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,21,21.05.23,19:53:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,22,21.05.23,20:58:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,25,21.05.23,19:23:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,24,22.05.23,15:58:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,20,23.05.23,15:24:00,Syrphid,Diptera,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,28,23.05.23,17:51:00,Syrphid,Diptera,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,21,23.05.23,18:31:00,Unknown_bee,Unknown_bee,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,21,23.05.23,18:36:00,Unknown_bee,Unknown_bee,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,24,24.05.23,09:45:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,25,24.05.23,10:50:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,27,24.05.23,11:32:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,28,24.05.23,12:04:00,Fly,Diptera,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,28,24.05.23,12:22:00,Ladybug,Other,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,27,24.05.23,12:45:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,27,24.05.23,13:16:00,Fly,Diptera,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,1,Sando,Discovery,27,24.05.23,13:17:00,Fly,Diptera,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,28,24.05.23,13:56:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,27,24.05.23,14:40:00,Unknown_bee,Unknown_bee,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,26,24.05.23,14:47:00,Unknown_bee,Unknown_bee,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,26,24.05.23,14:55:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,25,24.05.23,15:08:00,Unknown_bee,Unknown_bee,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,25,24.05.23,15:09:00,Fly,Diptera,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,25,24.05.23,15:30:00,Fly,Diptera,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,24,24.05.23,15:52:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,24,24.05.23,15:58:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,24,24.05.23,16:40:00,Honeybee,Apis,N,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,24,24.05.23,16:46:00,Honeybee,Apis,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
1,2,Sando,Discovery,23,24.05.23,17:04:00,Unknown_bee,Unknown_bee,Y,,,,"Feil tid, tror det er motsatt am/pm, men dato er jo også feil da. BYTTA tid, sammenligna med andre foto, ser riktig ut"
